Star0	1.21766e+19	4.24577e+19	2.02693e+19
Star1	6.28432e+19	8.65255e+19	4.80829e+19
Star2	3.20037e+18	4.90349e+19	7.12629e+17
Star3	6.18765e+18	6.35752e+19	8.61314e+19
Star4	4.87783e+19	6.05339e+19	6.49099e+19
Star5	7.05574e+19	4.39384e+18	3.0385e+19
Star6	7.00217e+19	3.38198e+19	9.09557e+19
Star7	6.97389e+19	6.7286e+18	8.18982e+19
Star8	4.0399e+19	4.42241e+19	2.54484e+19
Star9	1.54137e+19	8.30969e+19	5.6065e+18
Star10	4.67042e+19	2.95332e+19	4.57279e+19
Star11	8.39923e+18	6.82703e+18	3.55604e+19
Star12	8.4593e+19	4.29942e+19	4.63632e+18
Star13	7.12986e+19	1.16052e+19	6.3731e+19
Star14	5.82775e+19	6.71521e+19	8.2256e+19
Star15	2.83565e+19	4.75143e+19	7.83134e+19
Star16	7.78995e+19	3.84535e+19	4.33156e+19
Star17	1.6508e+19	5.29187e+19	3.05982e+18
Star18	4.61448e+19	6.92702e+19	8.24565e+19
Star19	7.79484e+19	1.96946e+19	1.20738e+19
Star20	2.54189e+19	3.83515e+19	6.57087e+19
Star21	2.22088e+19	2.9395e+19	6.03617e+19
Star22	6.30729e+19	3.58921e+19	1.36573e+19
Star23	7.82758e+19	8.84432e+19	1.37145e+19
Star24	3.78399e+19	5.22932e+19	4.52223e+19
Star25	8.89695e+19	1.84917e+19	5.82521e+19
Star26	6.02872e+19	7.43413e+19	4.41038e+19
Star27	1.88151e+19	8.34688e+19	1.3147e+19
Star28	3.79831e+19	8.19854e+19	1.50149e+19
Star29	3.38198e+19	1.25072e+19	4.21483e+19
Star30	4.18699e+19	8.6246e+19	1.99258e+19
Star31	8.41398e+19	7.96907e+19	4.68368e+19
Star32	7.56825e+19	4.27905e+19	5.85733e+19
Star33	7.63431e+19	6.5004e+19	8.83511e+19
Star34	2.67823e+19	4.76217e+19	3.8327e+19
Star35	8.11446e+19	6.75535e+19	6.62477e+19
Star36	6.54047e+19	1.7674e+18	4.85986e+19
Star37	6.03506e+18	4.5262e+19	6.3138e+19
Star38	8.48537e+19	8.23899e+19	1.28854e+19
Star39	9.15863e+19	4.12888e+19	4.76425e+19
Star40	4.07058e+19	7.46724e+19	1.95805e+19
Star41	1.42193e+19	5.70562e+19	8.13699e+16
Star42	6.73301e+19	3.86691e+19	6.30003e+19
Star43	7.74282e+19	7.67143e+19	7.56653e+18
Star44	5.82801e+19	1.97682e+19	3.59938e+19
Star45	8.77152e+19	2.49215e+19	2.62934e+19
Star46	7.25632e+19	2.61195e+19	1.04755e+18
Star47	9.10191e+19	7.58829e+19	3.68566e+19
Star48	1.6374e+19	1.46013e+19	2.38064e+19
Star49	9.40867e+18	5.87564e+19	7.35726e+19
Star50	6.97004e+19	5.86372e+19	5.53775e+19
Star51	2.95096e+19	1.08713e+19	4.87038e+19
Star52	5.44307e+19	6.50764e+19	1.49676e+19
Star53	7.9632e+19	5.15468e+19	2.92531e+19
Star54	4.89282e+19	5.44428e+19	3.9884e+19
